aircraft_id,component_id,flight_cycles,failure_within_10_cycles,risk_score,risk_tier,alert
AC01,Engine2,196.0,0.0,5.8291433e-05,LOW,0
AC01,Engine2,199.0,0.0,0.00015807964,LOW,0
AC01,Engine2,202.0,0.0,0.000107955326,LOW,0
AC01,Engine2,204.0,0.0,4.794954e-05,LOW,0
AC01,Engine2,205.0,0.0,3.3634333e-05,LOW,0
AC01,Engine2,209.0,0.0,9.086484e-05,LOW,0
AC01,Engine2,211.0,0.0,1.9963296e-05,LOW,0
AC01,Engine2,215.0,0.0,5.9078317e-05,LOW,0
AC01,Engine2,216.0,0.0,2.2342345e-05,LOW,0
AC01,Engine2,219.0,0.0,5.7745194e-05,LOW,0
AC01,Engine2,222.0,0.0,5.604883e-05,LOW,0
AC01,Engine2,225.0,0.0,5.1951767e-05,LOW,0
AC01,Engine2,227.0,0.0,5.4364384e-05,LOW,0
AC01,Engine2,228.0,0.0,3.394072e-05,LOW,0
AC01,Engine2,231.0,0.0,5.9941347e-05,LOW,0
AC01,Engine2,235.0,0.0,4.5369696e-05,LOW,0
AC01,Engine2,239.0,0.0,2.6920763e-05,LOW,0
AC01,Engine2,241.0,0.0,8.527946e-05,LOW,0
AC01,Engine2,243.0,0.0,5.0377475e-05,LOW,0
AC01,Engine2,245.0,0.0,4.067394e-05,LOW,0
AC01,Engine2,248.0,0.0,4.203791e-05,LOW,0
AC01,Engine2,249.0,0.0,2.463418e-05,LOW,0
AC01,Engine2,250.0,0.0,6.92929e-05,LOW,0
AC01,Engine2,251.0,0.0,5.5596607e-05,LOW,0
AC01,Engine2,255.0,0.0,3.0232877e-05,LOW,0
AC01,Engine2,259.0,0.0,4.0338185e-05,LOW,0
AC01,Engine2,263.0,0.0,5.6501383e-05,LOW,0
AC01,Engine2,264.0,0.0,3.3991186e-05,LOW,0
AC01,Engine2,265.0,0.0,4.1271156e-05,LOW,0
AC01,Engine2,268.0,0.0,3.107532e-05,LOW,0
AC01,Engine2,272.0,0.0,2.9399105e-05,LOW,0
AC01,Engine2,276.0,0.0,8.917085e-05,LOW,0
AC01,Engine2,277.0,0.0,7.4651056e-05,LOW,0
AC01,Engine2,278.0,0.0,3.5153553e-05,LOW,0
AC01,Engine2,279.0,0.0,2.5230447e-05,LOW,0
AC01,Engine2,283.0,0.0,5.337215e-05,LOW,0
AC01,Engine2,287.0,0.0,4.175488e-05,LOW,0
AC01,Engine2,290.0,0.0,4.445382e-05,LOW,0
AC01,Engine2,291.0,0.0,0.0001520584,LOW,0
AC01,Engine2,293.0,0.0,9.188404e-05,LOW,0
AC01,Engine2,294.0,0.0,5.342027e-05,LOW,0
AC01,Engine2,296.0,0.0,4.954392e-05,LOW,0
AC01,Engine2,297.0,0.0,3.98478e-05,LOW,0
AC01,Engine2,301.0,0.0,4.3648623e-05,LOW,0
AC01,Engine2,305.0,0.0,8.0833786e-05,LOW,0
AC01,Engine2,308.0,0.0,3.0079995e-05,LOW,0
AC01,Engine2,310.0,0.0,4.5351528e-05,LOW,0
AC01,Engine2,313.0,0.0,0.0003005255,LOW,0
AC01,Engine2,317.0,0.0,0.00010151293,LOW,0
AC01,Engine2,319.0,0.0,0.0001530013,LOW,0
AC01,Engine2,320.0,0.0,5.2116065e-05,LOW,0
AC01,Engine2,322.0,0.0,5.685481e-05,LOW,0
AC01,Engine2,324.0,0.0,8.226431e-05,LOW,0
AC01,Engine2,328.0,0.0,5.1039668e-05,LOW,0
AC01,Engine2,332.0,0.0,3.924168e-05,LOW,0
AC01,Engine2,333.0,0.0,5.9789378e-05,LOW,0
AC01,Engine2,337.0,0.0,6.168995e-05,LOW,0
AC01,Engine2,338.0,0.0,0.00019648705,LOW,0
AC01,Engine2,341.0,0.0,0.00017625019,LOW,0
AC01,Engine2,344.0,0.0,0.00037573665,LOW,0
AC01,Engine2,346.0,0.0,0.00022695962,LOW,0
AC01,Engine2,348.0,0.0,0.00028081005,LOW,0
AC01,Engine2,351.0,0.0,0.00013741595,LOW,0
AC01,Engine2,355.0,0.0,0.000120391174,LOW,0
AC01,Engine2,358.0,0.0,0.00015256397,LOW,0
AC01,Engine2,361.0,0.0,0.00013948277,LOW,0
